full_address,house_number,house_number_suffix,street_predirection,street_name,street_type,address_postdirection,city,state,zipcode,latitude,longitude,precinct_portion_id
103 FAIRVIEW ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
605 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1129 SYCAMORE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
9072 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
1005 W PATRIOT DR,,,,,,,DESHLER,OH,43516,,,35-P-AAL
245 E HENRY ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
805 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
222 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
516 OHIO ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
844 N SCOTT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
554 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
926 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
420 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
596 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
310 BEECH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1380 SEDWARD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
106 E CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
390 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1026 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1720 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
632 1/2 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1466 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
512 OHIO ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
108 S VINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
130 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
325 N LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1020 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
203 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
418 S PINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
60 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
440 BELTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
203 FRAZIER AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
330 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
616 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
709 BECKHAM ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
511 CATHERINE DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
23 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1137 MICHIGAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
160 W SUMMIT ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
310 MAUMEE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
616 JEFFERSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
185 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1114 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
10 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
105 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1115 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
607 E RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
220 W WALNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1400 SEDWARD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
630 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1003 MICHIGAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
634 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
516 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
2505 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
210 RANDOLPH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
539 AVON PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
204 S BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
150 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1462 OHIO ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
410 S FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
203 W HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
60 CAPRI DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
715 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
219 GARDEN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
307 W HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
210 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
206 BRIARCLIFF ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
215 REED ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
867 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
330 COLDWATER RD,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
134 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-ABA
615 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
970 GLENWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1459 TAYLOR DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
208 CHURCH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
235 WEST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
490 FISHER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
230 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
237 N VINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
409 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
124 W PLUM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
21234 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABE
135 WASHINGTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
107 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
502 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
376 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1213 DETROIT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
622 JEFFERSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
155 BEAVER ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
423 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
21 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
774 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
649 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
712 TYLER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
857 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
202 S TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
31 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
570 W SUMMIT ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
312 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
216 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
315 S GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
4801 US HIGHWAY 6,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
107 HIGH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
632 BRIARHEATH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
235 BLAINE ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
709 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
106 1/2 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
321 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
940 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
402 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
810 FIFTH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1032 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
204 N CANAL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
225 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
565 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
311 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
222 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
802 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
103 GARFIELD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
451 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
518 VINE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
130 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
744 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
321 N BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
435 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
102 COURTLAND ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
121 S TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
324 E NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
520 FOURTH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
55 DUQUESNE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
2582 US HIGHWAY 6,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
174 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
102 CEDARBROOK AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
517 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
222 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1305 LAGRANGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
101 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
345 W HENRY ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
213 BROWNELL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
138 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
233 E FRONT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
138 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
204 MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
106 MILL ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1095 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
75 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
110 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
179 E MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
626 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
1222 RYE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
102 FAIRVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
413 S PINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
920 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
303 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
850 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
20523 US HIGHWAY 6,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
1040 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
470 BRIARCLIFF DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
212 N HENRY ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
112 E CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
240 BELTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
431 FILMORE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
350 MARLOW DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAT
1100 HURST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
860 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
308 1/2 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
44 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
623 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
306 N TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
120 W NORTH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
17 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
124 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
213 W BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
2545 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
171 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
130 CAPRI DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
636 THIRD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
1092 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
120 W NORTH ST,,,,,,,LIBERTY CTR,OH,43532,,,35-P-AAV
649 1/2 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
625 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
310 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
718 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
524 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
504 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
131 RAILROAD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
45 VINCENNES DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
211 STEARNS AVE,,,,,,,DESHLER,OH,43516,,,35-P-AAL
334 E MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
838 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
644 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
95 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
445 RANDOLPH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
330 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1052 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
618 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
50 VINCENNES DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
518 ORWIG AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
218 FILMORE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
496 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
323 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
455 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
388 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
402 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1306 LAGRANGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
411 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
915 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
409 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
308 MAUMEE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
535 GLENDALE AVE,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1364 RICHMAR LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
75 LEMANS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1096 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
329 S PINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
221 N BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
435 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
892 E RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
413 KAUFMAN ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
424 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1430 WILLIAMSBURG DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
925 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
430 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
322 FILMORE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
303 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
403 RANDOLPH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
304 N TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
45 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
424 E NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
839 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
621 FIRST ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
310 W WALNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1801 LAMAR LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
145 REED ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
442 FOURTH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
334 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
915 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
918 E GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1032 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
439 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
225 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
840 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
583 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
329 WALNUT ST,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
738 RIVERBROOK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
216 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
817 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
9 PARK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
645 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
110 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1024 N SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
985 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
214 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
110 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
448 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1139 INDIANA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
415 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
430 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
202 GARFIELD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
817 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
832 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
530 SECOND ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
23373 US HIGHWAY 6,,,,,,,STRYKER,OH,43557,,,35-P-ABE
323 E PLUM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
231 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
317 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
555 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
812 THIRD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
562 NORTH ST,,,,,,,COLTON,OH,43510,,,35-P-ABF
50 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
305 N PLEASANTVIEW DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
402 W SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
17781 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-AAP
885 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
727 THIRD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
335 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
340 E CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1006 W PATRIOT DR,,,,,,,DESHLER,OH,43516,,,35-P-AAL
582 MOORINGS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
579 CATHERINE DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
172 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
940 MELODY LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
839 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
110 DUQUESNE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
206 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
623 1/2 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
320 BELTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
606 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
426 WALNUT ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
325 1/2 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
143 N KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
2401 KENJAMES CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
530 FOURTH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
2950 ENTERPRISE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
530 W NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
914 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1435 OAKDALE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
2463 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
330 MARLOW DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAT
1211 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
325 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
957 WALNUT ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
523 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1370 SEDWARD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
831 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
317 SMITH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
301 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
609 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
201 ALLENDALE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
435 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
810 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
137 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
130 NORTHCREST CIR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
857 1/2 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
740 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
440 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
603 AVON PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
910 WOODLAWN CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
316 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
416 N BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
245 FIFTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
109 S BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1140 LAGRANGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
21149 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABE
815 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
106 BRIARCLIFF ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
505 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
845 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
85 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1796 US HIGHWAY 6,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
155 DEROME DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
204 E BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
403 N THERESE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
920 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
501 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
505 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
570 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
690 BROAD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
1109 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
